MATURED Nudge - Blue Color is Not Verified------------>  Closed FD - To verify Top section in FD Page4
Failed in scroll To WebElement for Nominee Address Label. Exception: class org.openqa.selenium.NoSuchElementException------------>  Edit Nominee - To verify Values Fetched from the Nominee Details in FD Page

Nominee Address is not displayed------------>  Edit Nominee - To verify Values Fetched from the Nominee Details in FD Page

others is Not selected::Current selected TextSelect in FD Nominee Select Relationship Dropdown------------>  Edit Nominee - To verify Values Fetched from the Nominee Details in FD Page

Date of Birth  Text: In case of minors, mention guardian details is Not Displayed------------>  Edit Nominee - To verify Nominee Details Components

Address Details is Not Fetched After click on YES Toggle Button------------>  Edit Nominee - To verify Nominee Details Components

Guardian Details is Not Fetched After click on YES Toggle Button------------>  Edit Nominee - Guardian Details ComponentsĒ

A one-time password has been sent to your registered mobile number Message is Not Present------------>  Verify Edit Nominee Page OTP Screen ComponentsȎ

 Account Number 575283 is Not Redirected------------>  Verify Edit Nominee Page OTP Validationsɩ

Not Redirected to Expected------------>  Verify Edit Nominee Page OTP Validationsɩ

OTP Verification is Not Verified------------>  Edit Nominee - Major DOB with Toggle YES buttonʍ

Failed in wait for OTP Text Box 1 Until Visible Fluent. Exception: class org.openqa.selenium.TimeoutException------------>  Edit Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle YES button˅

OTP Text Box 1 is Not Displayed------------>  Edit Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle YES button˅

OTP Text Box 2 is Not Displayed------------>  Edit Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle YES button˅

OTP Text Box 3 is Not Displayed------------>  Edit Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle YES button˅

OTP Text Box 4 is Not Displayed------------>  Edit Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle YES button˅

OTP Text Box 5 is Not Displayed------------>  Edit Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle YES button˅

OTP Text Box 6 is Not Displayed------------>  Edit Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle YES button˅

Submit button is Not Displayed------------>  Edit Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle YES button˅

Failed in Type In DOB Text Box For Individual value as 19051999. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Edit Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle YES button˅

PROCEED button is Not Displayed------------>  Edit Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle YES button˅

Home Page Text is Not Verified------------>  Edit Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle YES button˅

Login is Unsuccessfull------------>  Edit Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle YES button˅

Sign Out Button is Not Present------------>  Edit Nominee - Minor DOB with Nominee Toggle YES button & Guardian Toggle YES button˅

